"Data include samples collected between October 1, 2013 - September 30, 2017",,,,,,,,,,,
"Data Extracted January 3, 2018",,,,,,,,,,,
EstablishmentId,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormId,CollectionDate,SampleSource,EColiO157H7Analysis,SalmonellaSpAnalysis,NonO157STECAnalysis
2717,M19300+P19300,Skyline Provisions                                                                                  ,IL,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101161804,8/17/2015,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101161959,8/17/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
13561,M27440A,"Valley Beef, Inc.                                                                                   ",ID,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101163336,8/18/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
13882,M40359+P40359+V40359,Trinity Meat Company LLC                                                                            ,NY,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101163894,8/19/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
1299,M8547+V8547,Champlain Beef Company Inc.                                                                         ,NY,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101151467,8/19/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3254,M245C+V245C,"Tyson Fresh Meats, Inc.                                                                             ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101144785,8/20/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101122874,8/20/2015,Product-Raw-Intact-Beef,Negative,NULL,Negative
2717,M19300+P19300,Skyline Provisions                                                                                  ,IL,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101165768,8/21/2015,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101162647,8/24/2015,Product-Raw-Intact-Beef,Positive,Positive,Negative
13561,M27440A,"Valley Beef, Inc.                                                                                   ",ID,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101168134,8/25/2015,Product-Raw-Intact-Beef,Negative,Positive,NULL
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101168917,8/26/2015,Product-Raw-Intact-Beef,Negative,Negative,Positive
1299,M8547+V8547,Champlain Beef Company Inc.                                                                         ,NY,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101151469,8/27/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3254,M245C+V245C,"Tyson Fresh Meats, Inc.                                                                             ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101144786,8/27/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
6684,M9457+P9457+V9457,Rendulic Packing Company                                                                            ,PA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101168350,8/27/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
13561,M27440A,"Valley Beef, Inc.                                                                                   ",ID,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101168136,8/27/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
6696,M9482,Espey's Meat Market                                                                                 ,PA,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101154615,8/28/2015,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101170951,8/28/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101172648,8/31/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101172647,8/31/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101174575,9/1/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101174577,9/1/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
13561,M27440A,"Valley Beef, Inc.                                                                                   ",ID,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101172631,9/1/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
14059,M932+P932,West Georgia Processing                                                                             ,GA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101172557,9/2/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
1299,M8547+V8547,Champlain Beef Company Inc.                                                                         ,NY,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101151458,9/2/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3254,M245C+V245C,"Tyson Fresh Meats, Inc.                                                                             ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101171251,9/2/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101176999,9/3/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101176996,9/3/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101177419,9/4/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101177421,9/4/2015,Product-Raw-Intact-Beef,Negative,Positive,Negative
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101177378,9/4/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2717,M19300+P19300,Skyline Provisions                                                                                  ,IL,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101170910,9/8/2015,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
14059,M932+P932,West Georgia Processing                                                                             ,GA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101176015,9/9/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3254,M245C+V245C,"Tyson Fresh Meats, Inc.                                                                             ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101162331,9/9/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101174772,9/9/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
6696,M9482,Espey's Meat Market                                                                                 ,PA,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101154616,9/10/2015,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101180763,9/10/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
13561,M27440A,"Valley Beef, Inc.                                                                                   ",ID,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101180068,9/10/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101181957,9/11/2015,Product-Raw-Intact-Beef,Negative,Positive,Negative
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101175686,9/11/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101174775,9/14/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101183867,9/14/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101181800,9/14/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101181801,9/15/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
13561,M27440A,"Valley Beef, Inc.                                                                                   ",ID,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101184889,9/15/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101184196,9/15/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3254,M245C+V245C,"Tyson Fresh Meats, Inc.                                                                             ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101162336,9/15/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3284,M969G,Swift Beef Company                                                                                  ,NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101181856,9/15/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4345,M13445+P13445+V13445,Huse's Processing Inc.                                                                              ,TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101183952,9/15/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
14059,M932+P932,West Georgia Processing                                                                             ,GA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101172573,9/16/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2717,M19300+P19300,Skyline Provisions                                                                                  ,IL,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101184471,9/16/2015,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101174776,9/16/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101181804,9/16/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101185509,9/17/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
93,M6678+P6678,Ganaderia Santiago Inc.                                                                             ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101186106,9/17/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101184198,9/18/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101181803,9/18/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101182808,9/21/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
13561,M27440A,"Valley Beef, Inc.                                                                                   ",ID,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101188066,9/22/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101190009,9/22/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
93,M6678+P6678,Ganaderia Santiago Inc.                                                                             ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101186110,9/22/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3254,M245C+V245C,"Tyson Fresh Meats, Inc.                                                                             ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101162338,9/22/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2507,M788,"Aurora Packing Company, Inc.                                                                        ",IL,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101188043,9/22/2015,Product-Raw-Intact-Beef,Negative,NULL,Negative
6696,M9482,Espey's Meat Market                                                                                 ,PA,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101154617,9/22/2015,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101175672,9/22/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101175679,9/22/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101175671,9/22/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101175677,9/23/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
14059,M932+P932,West Georgia Processing                                                                             ,GA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101172599,9/23/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101187363,9/23/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
13561,M27440A,"Valley Beef, Inc.                                                                                   ",ID,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101191664,9/24/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101175673,9/24/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
93,M6678+P6678,Ganaderia Santiago Inc.                                                                             ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101186113,9/24/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101192010,9/24/2015,Product-Raw-Intact-Beef,Negative,Positive,Negative
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101192705,9/25/2015,Product-Raw-Intact-Beef,Negative,Positive,Negative
93,M6678+P6678,Ganaderia Santiago Inc.                                                                             ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101192321,9/25/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101175675,9/25/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101174768,9/25/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101187365,9/25/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101192370,9/28/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101194429,9/28/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101195280,9/29/2015,Product-Raw-Intact-Beef,Negative,Positive,Negative
93,M6678+P6678,Ganaderia Santiago Inc.                                                                             ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101194388,9/29/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101175674,9/29/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3254,M245C+V245C,"Tyson Fresh Meats, Inc.                                                                             ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101162340,9/29/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101192988,9/29/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101195645,9/29/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
13561,M27440A,"Valley Beef, Inc.                                                                                   ",ID,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101188068,9/29/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101192374,9/30/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
14059,M932+P932,West Georgia Processing                                                                             ,GA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101172603,9/30/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4345,M13445+P13445+V13445,Huse's Processing Inc.                                                                              ,TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101196175,9/30/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
125776,M46706,Northeast Kingdom Processing LLC                                                                    ,VT,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101190743,9/30/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101175680,9/30/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101175688,9/30/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3282,M960,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101195241,9/30/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
3282,M960,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101195244,10/1/2015,Product-Raw-Intact-Beef,Negative,NULL,NULL
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101197400,10/1/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101183935,10/1/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2957,M253,"Long Prairie Packing Company, LLC                                                                   ",MN,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101183934,10/1/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101192375,10/1/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
13561,M27440A,"Valley Beef, Inc.                                                                                   ",ID,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101197418,10/1/2015,Product-Raw-Intact-Beef,Negative,Positive,NULL
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101192377,10/2/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101193646,10/2/2015,Product-Raw-Intact-Beef,Negative,Negative,Positive
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101198504,10/2/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3282,M960,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101195252,10/2/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101200666,10/5/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
2507,M788,"Aurora Packing Company, Inc.                                                                        ",IL,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101194883,10/5/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101201365,10/6/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3282,M960,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101197252,10/6/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
4345,M13445+P13445+V13445,Huse's Processing Inc.                                                                              ,TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101201894,10/6/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101199650,10/6/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101199651,10/7/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101200979,10/7/2015,Product-Raw-Intact-Beef,Negative,NULL,Negative
125776,M46706,Northeast Kingdom Processing LLC                                                                    ,VT,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101174102,10/7/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
14059,M932+P932,West Georgia Processing                                                                             ,GA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101176033,10/7/2015,Product-Raw-Intact-Beef,Negative,NULL,Negative
3401,M5682,Pella's Locker                                                                                      ,NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101196861,10/7/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3282,M960,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101197254,10/7/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
3282,M960,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101197256,10/8/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101199652,10/8/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
